"question_id","item_id","date_created","status","from_id","question_text","answer_text","answer_date"
"13481313853","MLA1484973585","2025-12-07T21:26:59.728-04:00","ANSWERED","226813401","Hola....tiene regulador de marcha lenta????","Hola, JUANNICOSIA87, Sí. Tiene regulación de marcha lenta mediante tornillo de tope (ralentí) en la mariposa primaria y tornillo de mezcla para ajuste fino. No incluye regulador electrónico; la regulación es manual. Ajuste inicial sugerido: mezcla 1,5–2 vueltas desde cerrado y tope para 800–900 rpm con el motor caliente.. Saludos, Barbi de Tienda Lubbi","2025-12-07T21:28:32.218-04:00"
"13481285691","MLA2036487166","2025-12-07T20:29:44.677-04:00","ANSWERED","247246537","Buenas noches cuales serian las medidas, tanto de ancho como de alto?","Hola, COCA1799388, Frente: 180 mm de ancho x 100 mm de alto. Profundidad del cuerpo: 65 mm. Equivale al estándar doble DIN universal.. Saludos, Barbi de Tienda Lubbi","2025-12-07T20:31:18.863-04:00"
"13481937912","MLA1437363253","2025-12-07T20:13:49.300-04:00","ANSWERED","49632029","Buenas noches, sirve para Renault Laguna año 2001 motor F4r ?","Hola, SEPULVEDAJ1961, Según nuestras aplicaciones, la BKR6EIX figura para Laguna 2.0 16v 2006-2007, no para 2001. Es M14x1.25, 19 mm, asiento plano, rango térmico 6; muchos F4R usan rango 6. Para comprar sin riesgo, compará el código OEM de tu bujía (ej.: PFR6E-10) o el manual. Si me indicás el código OEM o el código de motor exacto, te lo confirmo.. Saludos, Barbi de Tienda Lubbi","2025-12-07T20:15:22.080-04:00"
"13481262067","MLA2009267058","2025-12-07T19:38:40.730-04:00","ANSWERED","2165269197","Va para Fiat Siena 2014","Hola FABIANSPITTELER, gracias por tu consulta. Sí, las fundas cubre asiento son universales y se adaptan a todo tipo de butacas, por lo que son perfectamente compatibles con tu Fiat Siena 2014. Están diseñadas con elásticos, ganchos metálicos y platos de fijación para un ajuste tipo fábrica. Actualmente, tenemos disponibles las siguientes variantes de color para que elijas la que más te guste: * AZUL * GRIS * ROJO Podés seleccionar la variante de color deseada directamente debajo del precio de venta en la publicación. Esperamos tu compra. Saludos, Tomi de TiendaLubbi.","2025-12-07T19:38:49.931-04:00"
"13481920092","MLA1513381865","2025-12-07T19:33:52.653-04:00","ANSWERED","239562192","Tienen la opción de retirar en algún local?","Hola AUDITOREMIKAELA, gracias por tu consulta. Te confirmo que, como TiendaLubbi, operamos exclusivamente con envíos a través de los medios ofrecidos por la plataforma de Mercado Libre. No contamos con la opción de retiro en un local físico. Al momento de realizar la compra, podrás ver el costo y tiempo de entrega estimados para tu código postal. Saludos, Tomi de TiendaLubbi.","2025-12-07T19:34:00.142-04:00"
"13481255283","MLA1485713763","2025-12-07T19:27:38.302-04:00","ANSWERED","5509037","Que se ajustan a dos agujeros que trae la alfombra. Estas alfombras vienen preparadas para eso. O queda sobre elevada ?","Hola YPELUCA007, gracias por tu consulta. Te confirmo que nuestros cubre alfombras termoformadas para Fiat Fastback están diseñados para tener un ajuste perfecto en el habitáculo. Esto significa que se adaptan a la forma del piso de tu vehículo y se ajustan a los anclajes originales que mencionás, evitando que queden sobre elevadas o se muevan. La instalación es muy sencilla y rápida, garantizando una terminación exclusiva y funcional para tu interior. Esperamos tu compra. Saludos, Tomi de TiendaLubbi.","2025-12-07T19:27:48.047-04:00"
"13481256199","MLA1485713763","2025-12-07T19:26:23.829-04:00","ANSWERED","5509037","Buenas tardes. Mi Fiat Fastback, en la alfombra del conductor, tiene digamos como dos trabas sobre elevadas","Hola, YPELUCA007, Sí, es compatible con Fastback 2022 en adelante y sus dos anclajes elevados del conductor. El juego incluye 4 trabas: 2 para el conductor y 2 para el acompañante. Instalación: retirá otras alfombras, presentá, alineá los ojales con los postes, colocá las trabas incluidas y presioná/girá hasta que calcen. Queda firme y no se desplaza. Si tu anclaje difiere del estándar, podés gestionar cambio/devolución desde tu compra.. Saludos, Barbi de Tienda Lubbi","2025-12-07T19:28:01.026-04:00"
"13481902074","MLA2223422548","2025-12-07T18:58:55.059-04:00","ANSWERED","1086536559","Hola q talle puede ser, mido 1,63??","Hola MARQUEZERICA20220309162412, gracias por tu consulta. Para una estatura de 1,63m, el talle de bicicleta recomendado según la descripción de este modelo es el **M (Medium) de 17 pulgadas**. Este talle es ideal para personas que miden entre 1,60m y 1,70m. Tenemos stock disponible de esta variante en color negro. Te recomendamos asegurarte de seleccionar el talle ""17\"""" al momento de realizar tu compra para recibir la bicicleta correcta. Esperamos tu compra. Saludos, Tomi de TiendaLubbi.","2025-12-07T18:59:05.104-04:00"
"13481233457","MLA2009267058","2025-12-07T18:43:49.443-04:00","ANSWERED","266451991","Hola quisiera saber si tenes cubre asientos para ford duty doble cabina tiene 2 butacas adelante atras 1 butaca y butaco","Hola, EDUARDODIEGOPADRON, Sí, es universal y se adapta a doble cabina. Calza en 2 butacas delanteras y en trasero tipo banco, 60/40 o con asiento auxiliar (“butaco”) gracias a sus 6 piezas traseras (3 respaldos y 3 asientos) con elásticos, ganchos y velcro. Requiere apoyacabezas desmontables. Si tus butacas delanteras tienen airbag lateral, no cubras ese lateral. Incluye fundas de apoyacabezas y cubre volante de 36 cm. Elegí el color en las variantes. ¿El trasero es banco 60/40 o un auxiliar separado?. Saludos, Barbi de Tienda Lubbi","2025-12-07T18:45:32.184-04:00"
"13481864278","MLA1513381865","2025-12-07T17:40:37.180-04:00","ANSWERED","239562192","Hola quiero comprar el lapiz+filamentos x50m,me dice q el envio es gratis, pero al agregar al carrito, me cobra 2 envios","Hola, AUDITOREMIKAELA, Es normal que el carrito cobre 2 envíos cuando los productos se despachan por logística distinta (Full vs estándar), desde depósitos diferentes o cuando solo uno tiene Envío Gratis para tu código postal. Mercado Envíos lo calcula automáticamente y no podemos unificarlo. Sugerencias: - Comprá por separado (el envío gratis se mantiene en el que lo incluye). - Elegí “Retirar en punto” para uno de los ítems. - Verificá que ambas publicaciones muestren Envío Gratis con tu dirección antes de pagar.. Saludos, Barbi de Tienda Lubbi","2025-12-07T17:42:08.834-04:00"
"13481185755","MLA1513381865","2025-12-07T17:03:57.847-04:00","ANSWERED","188614331","Gracias por responder. Saludos.","Hola, ERICAFRANZOY, ¿Qué te gustaría saber del Lápiz 3D Kleur? Puedo responder sobre: - Colores disponibles y cómo elegir variante. - Filamentos compatibles (solo PCL 1,75 mm) y packs. - Uso a batería y carga USB (autonomía aprox. 45 min). - Seguridad para niños (+3, baja temperatura). - Envíos y devoluciones por Mercado Libre. Decime tu duda puntual y la respondo en menos de 100 palabras.. Saludos, Barbi de Tienda Lubbi","2025-12-07T17:05:29.725-04:00"
"13481185601","MLA1513381865","2025-12-07T17:03:16.573-04:00","ANSWERED","188614331","Probaré mañana, porque pongo una dirección en Corrientes, otra en Santa Fe y otra en Neuquén y no cambia.","Hola ERICAFRANZOY, gracias por tu consulta. La información sobre el costo y el tiempo de entrega del producto es gestionada directamente por Mercado Libre. Los datos que ves en la publicación se calculan automáticamente según la dirección que tengas cargada en tu cuenta al momento de realizar la compra. Si probaste cambiar la dirección y no notaste cambios, te sugerimos que mañana, al momento de realizar la compra, te asegures de que la dirección de envío seleccionada sea la correcta. La plataforma actualizará los costos y tiempos de envío según esa dirección. Saludos, Tomi de TiendaLubbi.","2025-12-07T17:03:25.780-04:00"
"13481181255","MLA1513381865","2025-12-07T16:56:13.687-04:00","ANSWERED","188614331","Hola. Consulto: me dice no podemos realizar envios a esta ubicación. es así o hay un error?","Hola, ERICAFRANZOY, El mensaje lo emite Mercado Envíos según cobertura en tu código postal. Verificá que el CP y la dirección estén bien cargados (calle, altura, piso/depto). Probá cambiando el método a Retirar en punto (sucursal/Pickup cercano) o ingresando otra dirección cercana con cobertura. Nosotros sólo despachamos por los medios que ofrece la plataforma, por lo que no podemos forzar el envío. Si persiste, se trata de una restricción temporal de logística en tu zona.. Saludos, Barbi de Tienda Lubbi","2025-12-07T16:57:50.864-04:00"
"13481168837","MLA2009267058","2025-12-07T16:25:09.565-04:00","ANSWERED","1292555665","Hola mira lo quiero colocar y no me vino apoya cabeza","Hola, FIGUEROAMARIO20230121190611, El juego incluye fundas de apoyacabezas. Primero revisá dentro de las piezas traseras: suelen venir dobladas dentro de las fundas. Si realmente no vinieron, gestioná desde Mis compras Necesito ayuda Recibí un producto incompleto para que podamos enviarte el faltante o hacer cambio/devolución. Si tu auto no tiene apoyacabezas desmontables o son integrados, instalá solo las fundas de respaldo y asiento; las de apoyacabezas no se usan. Confirmame si faltan las capuchas o si tus apoyacabezas son fijos.. Saludos, Barbi de Tienda Lubbi","2025-12-07T16:26:55.458-04:00"
"13481155899","MLA2034975868","2025-12-07T16:02:21.367-04:00","ANSWERED","496350486","Hola tengo un Toyota corola 2011 (703-COROLLA XEI 1.8 M/T) le va?","Hola ALFREDOLUGGREN, gracias por tu consulta. Sí, te confirmo que esta cinta espiral de airbag es compatible con tu Toyota Corolla 2011 (703-COROLLA XEI 1.8 M/T). La descripción del producto indica que es compatible con ""Toyota Corolla 2001 Al 2015 todos modelos"", por lo que se ajusta perfectamente a tu vehículo. Esta cinta te permitirá mantener funcionando correctamente el airbag, la bocina y los comandos de radio o control crucero en el volante. Esperamos tu compra. Saludos, Tomi de TiendaLubbi.","2025-12-07T16:02:30.232-04:00"
"13481814730","MLA2040622734","2025-12-07T15:58:43.662-04:00","ANSWERED","730389818","Hola. El inyector este es compatible con mi vehículo. Lo quiero para una S10 chevrolet modelo 2007 . Necesito 2 inyecto","Hola LOJE3581739, Gracias por tu consulta. Te confirmo que el inyector de esta publicación es completamente compatible con tu Chevrolet S10 2.8 MWM modelo 2007. Sin embargo, como necesitás 2 inyectores y este artículo cuenta con 1 sola unidad en stock, te recomiendo considerar nuestro kit de 4 inyectores. Es la opción ideal para tu S10 2.8 MWM y te permite renovar todo el juego, lo que optimiza el rendimiento y la economía de combustible de tu vehículo. Aquí te dejo el enlace al kit completo: Kit X4 Inyector S10 Blazer Frontier Xterra 2.8 Mwm Oe: https://articulo.mercadolibre.com.ar/MLA-1493620487-kit-x4-inyector-s10-blazer-frontier-xterra-28-mwm-oe-_JM Esperamos tu compra. Saludos, Tomi de TiendaLubbi.","2025-12-07T15:59:13.922-04:00"
"13481811794","MLA1513381865","2025-12-07T15:53:53.946-04:00","ANSWERED","2563971756","Cuando hay que sacar el filamento","Hola, FO20250715205420, - Sacá el filamento cuando vayas a cambiar de color, al terminar de usarlo (si no lo usarás en 1–2 días) o ante un atasco. - Para retirarlo: encendé el lápiz, esperá que esté listo, presioná el botón de retroceso/descarga hasta que el filamento salga. - Cortá la punta en ángulo antes de reinsertar. - Si ofrece resistencia, usá velocidad lenta y ayudá con un suave tirón mientras retrocede; nunca lo arranques en frío. - Usá la aguja de limpieza si quedan restos.. Saludos, Barbi de Tienda Lubbi","2025-12-07T15:55:21.068-04:00"
"13481148189","MLA1549632315","2025-12-07T15:45:25.684-04:00","ANSWERED","179411743","Hola. No tienen más la Caja de 80?","Hola, SANTIAGOSFLORENTIN, Por el momento no contamos con la caja de 80 en stock. Esta publicación corresponde al set Kleur ACRYLIC de 60 unidades (doble punta) con valija y repuestos. Si necesitás mayor cantidad, podés adquirir dos estuches de 60; el surtido es el mismo y habrá colores repetidos. Si vuelve la de 80, figurará entre nuestras publicaciones activas.. Saludos, Barbi de Tienda Lubbi","2025-12-07T15:46:48.512-04:00"
"13481143769","MLA2036487166","2025-12-07T15:37:03.793-04:00","ANSWERED","486718994","Buena tarde se puede poner en un Chevrolet Aveo","Hola, PAJA2389169, Sí, es compatible con Chevrolet Aveo como doble DIN universal (180×100×65). Para una instalación prolija vas a necesitar fascia/marco 2 DIN para Aveo, arnés Chevrolet a ISO y adaptador de antena. Si trae mandos al volante, sumá interfaz para conservarlos. Incluye cámara de reversa con cable RCA 6 m, arneses ISO y control. MirrorLink: Android 10–12 por USB (HiLink); iPhone solo Bluetooth para llamadas y música. Sin GPS integrado.. Saludos, Barbi de Tienda Lubbi","2025-12-07T15:38:35.897-04:00"
"13481120541","MLA1474847001","2025-12-07T14:40:57.038-04:00","ANSWERED","15348402","Hola ....es compatible con audi a4 ... 2006?","Hola, KABEZA32, No, no es compatible con Audi A4 2006. Este pomo es para Ford Focus 2008+, Fiesta Kinetic 2008+, Ka KD 2010+ y EcoSport KD 2012+ (caja manual 5ta, encastre a presión; OE 1580939 / AM8A6J 7J132 BB). Para tu Audi, buscá el modelo específico en nuestra página de Mercado Libre.. Saludos, Barbi de Tienda Lubbi","2025-12-07T14:42:21.430-04:00"
"13481774816","MLA2361075082","2025-12-07T14:32:07.223-04:00","ANSWERED","573133511","Hola tenes para chevrolet spin?","Hola, MIRA1843145, Sí, en general sirve para Chevrolet Spin. Es universal: 74 cm (alto) x 130 cm (ancho), con corte para el espejo y ajuste con velcros (sin ventosas). Para confirmarlo, medí el parabrisas por dentro: si el ancho es hasta 130 cm y el alto hasta 74 cm, calza bien. Se despliega tipo paraguas y cerrado queda 32 x 6 cm. Hay stock; si te sirve, podés avanzar con la compra desde esta publicación.. Saludos, Barbi de Tienda Lubbi","2025-12-07T14:33:43.778-04:00"
"13481757224","MLA2334301998","2025-12-07T13:59:49.676-04:00","ANSWERED","1629536930","Disculpa,te puedo sugerir que subas a nro redondo 33 el precio. Así me deja obtener el envío gratis","Hola, ANMA20240108115217, No realizamos ajustes personalizados en las publicaciones. El beneficio de envío gratis lo determina Mercado Envíos de forma automática según tu cuenta, ubicación y el total del carrito. Opciones para obtenerlo: sumar otros artículos del mismo vendedor en una única compra, elegir Retiro en punto si aparece para tu CP, o aprovechar beneficios activos en tu cuenta. Si te interesa, decime qué más buscás y veo si puedo sugerirte productos compatibles.. Saludos, Barbi de Tienda Lubbi","2025-12-07T14:01:27.157-04:00"
"13481739730","MLA1549126971","2025-12-07T13:24:10.039-04:00","ANSWERED","174182901","Son originales?","Hola DARIO9105, Gracias por tu consulta. Sí, los marcadores son originales de la marca Kleur. Kleur es una marca reconocida por crear productos de arte de alta calidad, diseñados para ofrecer intensidad, precisión y durabilidad en cada trazo. Estos marcadores, modelo Touch 80, están formulados con pigmentos de alta calidad a base de alcohol para un acabado profesional. Saludos, Tomi de TiendaLubbi.","2025-12-07T13:24:18.269-04:00"
"13481740710","MLA1485843407","2025-12-07T13:23:52.079-04:00","ANSWERED","162753835","Hola tengo una Renault duster 2013 4x2 tenés idea si le van las alfombras o tené algo para este modelo","Hola PIRHOK77, gracias por tu consulta. Te comento que las cubre alfombras termoformadas de esta publicación son compatibles con Renault Duster de los años 2015 a 2021. Lamentablemente, para tu Renault Duster 2013 no son adecuadas, ya que el modelo de tu vehículo es anterior al rango de compatibilidad de este producto. Actualmente no contamos con un producto específico de cubre alfombras para tu modelo 2013. Saludos, Tomi de TiendaLubbi.","2025-12-07T13:24:18.040-04:00"
"13481081439","MLA2182918656","2025-12-07T13:20:19.882-04:00","ANSWERED","419871268","Buenos días, tenés alfombra baúl para Corolla 2018, gracias","Hola NICOLASMELGRATTI, Lamentablemente, en este momento no contamos con alfombras de baúl específicas para tu Toyota Corolla 2018. El producto de esta publicación es compatible con los modelos 2020 en adelante. Te invitamos a ver el resto de nuestro catálogo para encontrar otros productos que puedan interesarte. Saludos, Tomi de TiendaLubbi.","2025-12-07T13:20:42.938-04:00"
"13481735504","MLA2348869622","2025-12-07T13:11:52.926-04:00","ANSWERED","72291181","Buenas tardes. Las alfombras encastran en los botones de la Bronco Sport o solamente van por encima?","Hola, PEAL6553008, Van por encima. Ajustan por encastre termoformado al contorno del habitáculo y base antideslizante; no utilizan los botones/anclajes originales de la Bronco Sport. Quedan firmes, con bordes elevados para contener líquidos. Recomendado: retirar alfombras previas, limpiar y secar, y mover las butacas para facilitar la colocación.. Saludos, Barbi de Tienda Lubbi","2025-12-07T13:13:25.805-04:00"
"13481712676","MLA1552685411","2025-12-07T12:18:52.250-04:00","ANSWERED","706688710","Le queda a una Jeep patriot automática 2012 4x4?","Hola, DILE9692002, Sí, es compatible con Jeep Patriot 2012 4x4 automática siempre que tu unidad use la cinta con sensor de ángulo integrado: 3 conectores (pinaje 6+4+4). No aplica a versiones sin sensor (2 conectores). Es plug & play si tus conectores/pinaje o el OEM coincide con estas familias: 05156106A?, 56046531A?, 56046640A?, 68003216AH, 68000477AA, 56046534AP, 56046055AE. Modelo: OE-ASC012-XI.. Saludos, Barbi de Tienda Lubbi","2025-12-07T12:20:25.685-04:00"
"13481039433","MLA2334301998","2025-12-07T11:56:57.034-04:00","ANSWERED","2120980657","Es un kit profesional?","Hola GC20241127231207, gracias por tu consulta. El Set Arte 288 Pcs Lápices Fibras Crayones Acuarelas Estuche Lu-art002 que estás viendo es ideal para principiantes y para estimular la creatividad en los primeros pasos, como se detalla en su descripción. No está clasificado como un kit profesional de alta gama. Si buscás opciones con un enfoque más profesional para artistas y entusiastas avanzados, te puedo recomendar los siguientes kits que te ofrecen materiales de mayor especialización y calidad: * **Set Arte Pintura 12 Óleo 12 Pinceles Atril Aluminio Bastidor - 12 Colores**: Este kit incluye pinturas al óleo de alto poder cubritivo y una selección de pinceles, ideal para quienes buscan un acabado profesional con técnicas de óleo. Ver: https://articulo.mercadolibre.com.ar/MLA-2361152754-set-arte-pintura-12-oleo-12-pinceles-atril-aluminio-bastidor-12-colores-_JM * **Set Arte 124 Piezas Lápices Fibra Crayón Acuarela Kleur Acrílico Valija Madera**: Este es un set más completo con una variedad de materiales como lápices de colores, fibras, acuarelas y acrílicos, todo presentado en una valija de madera de calidad superior, pensado para artistas que requieren versatilidad y materiales avanzados. Ver: https://articulo.mercadolibre.com.ar/MLA-1549908893-set-arte-124-piezas-lapices-fibra-crayon-acuarela-kleur-acrilico-valija-madera-_JM * **Set 17 Pinceles Profesionales Espátula Acrílico Óleo Kleur - Negro**: Si ya contás con tus materiales de pintura y lo que buscás son herramientas de alta calidad, este set de pinceles y espátulas es específicamente profesional, diseñado para trabajos detallados con acrílico y óleo. Ver: https://articulo.mercadolibre.com.ar/MLA-2341233300-set-17-pinceles-profesionales-espatula-acrilico-oleo-kleur-negro-_JM Estos kits te ofrecen una experiencia de arte más avanzada, con materiales pensados para un uso profesional. Esperamos tu compra. Saludos, Tomi de TiendaLubbi.","2025-12-07T11:57:53.736-04:00"
"13481038121","MLA2034831866","2025-12-07T11:51:35.162-04:00","ANSWERED","732320230","Como solucionar cuando pierde nafta por todos lados vi que a uno le paso ?","Hola, LUCEROGUSTAVO20210329160646, Si “tira nafta por todos lados”, suele ser exceso de nivel o aguja y su asiento trabados. Solución: - Cerrá la llave, purgá y verificá presión de bomba (si es muy alta, regulador). - Abrí la cuba: limpiá asiento y cambiá o ajustá la boya a altura correcta. - Revisá junta de cuba y diafragma de la bomba de pique; cambiá si están dañados. - Chequeá racor de entrada y abrazaderas; apretá sin excederte. - Usá filtro de nafta limpio. Si tras esto persiste, gestioná cambio/devolución desde tu compra en la plataforma.. Saludos, Barbi de Tienda Lubbi","2025-12-07T11:53:26.492-04:00"
"13481683090","MLA2348817928","2025-12-07T11:26:32.947-04:00","ANSWERED","130184142","Hola sirve para gol power ?","Hola EMMANUELCABREA, gracias por tu consulta. Sí, las cubre alfombras termoformadas de esta publicación son compatibles con el VW Gol Power. Según la descripción, aplican para los modelos Gol G5 Trend / Power y Voyage desde el año 2007 al 2022. Estas alfombras están fabricadas con 3 capas impermeables termoformadas y cuentan con una terminación símil carbono, lo que garantiza un ajuste perfecto al habitáculo, conteniendo polvo y líquidos. Además, son de fácil limpieza y muy sencillas de instalar. Esperamos tu compra. Saludos, Tomi de TiendaLubbi.","2025-12-07T11:26:42.060-04:00"
"13481679460","MLA2223422548","2025-12-07T11:16:27.022-04:00","ANSWERED","138326515","Es recomendable para una niña de 10 años el rodado 29?","Hola, PATRICIASALDIVAR, No es lo ideal. Este modelo rodado 29 está pensado para adultos. Para una niña de 10 años suele corresponder rodado 24 (aprox. 130–145 cm de altura). Si es más alta (cerca o por encima de 150 cm), podría evaluar rodado 26. Además, los cuadros de esta bici empiezan en talle M (17""), recomendado para 1,60–1,70 m. Si me decís su altura y medida de entrepierna, te confirmo el rodado/talle adecuado.. Saludos, Barbi de Tienda Lubbi","2025-12-07T11:17:58.877-04:00"
